Frequency (GHz), Wave Refl (dB), Wave Refl (rad), Wave Trans (dB), Wave Trans (rad)
2.408421726705721966e+00,-1.748627685821278366e+00,2.569494629982465028e+00,-3.386002650540164893e+01,-2.655005274841439444e+00
2.418055413612544946e+00,-1.754787111878852279e+00,2.567134891817984155e+00,-3.382771248765103422e+01,-2.651352313395160198e+00
2.427689100519367482e+00,-1.760976279212951523e+00,2.564771560619278468e+00,-3.379518619812178315e+01,-2.647711620851195047e+00
2.437322787426190907e+00,-1.767195847317133861e+00,2.562404639292461095e+00,-3.376242246511165490e+01,-2.644083884728540390e+00
2.446956474333013443e+00,-1.773446302586454859e+00,2.560034149524240910e+00,-3.372940342174909034e+01,-2.640471255032892817e+00
2.456590161239836867e+00,-1.779727900159012055e+00,2.557660118213712863e+00,-3.369612397493369116e+01,-2.636876666905142663e+00
2.466223848146659403e+00,-1.786040676829460105e+00,2.555282562522694256e+00,-3.366259330926231286e+01,-2.633302942900514587e+00
2.475857535053481939e+00,-1.792384530143916077e+00,2.552901478059798279e+00,-3.362883206396197266e+01,-2.629751949649898446e+00
2.485491221960305364e+00,-1.798759338959357024e+00,2.550516833706850672e+00,-3.359486612992877497e+01,-2.626224061039199587e+00
2.495124908867127900e+00,-1.805165088635328541e+00,2.548128574549454850e+00,-3.356071900771421213e+01,-2.622718082094094960e+00
2.504758595773950880e+00,-1.811601963154022554e+00,2.545736631916263093e+00,-3.352640505406021987e+01,-2.619231645800439878e+00
2.514392282680773860e+00,-1.818070376938760502e+00,2.543340937408236968e+00,-3.349192562340634538e+01,-2.615761952884194663e+00
2.524025969587596840e+00,-1.824570937653401170e+00,2.540941436643149309e+00,-3.345726919587601600e+01,-2.612306624744587413e+00
2.533659656494419377e+00,-1.831104352139706126e+00,2.538538098585856329e+00,-3.342241536296135962e+01,-2.608864411085884960e+00
2.543293343401242357e+00,-1.837671304578371023e+00,2.536130917719488398e+00,-3.338734138833451226e+01,-2.605435543199600801e+00
2.552927030308065337e+00,-1.844272343909736378e+00,2.533719908503365481e+00,-3.335202931733542187e+01,-2.602021634794824401e+00
2.562560717214888317e+00,-1.850907814256030903e+00,2.531305093890416025e+00,-3.331647148875862996e+01,-2.598625170236304793e+00
2.572194404121711298e+00,-1.857577848694306200e+00,2.528886491438920192e+00,-3.328067282976061847e+01,-2.595248743070598607e+00
2.581828091028533834e+00,-1.864282427401827924e+00,2.526464101228611980e+00,-3.324464931714051374e+01,-2.591894279107803012e+00
2.591461777935357258e+00,-1.871021481824352684e+00,2.524037899191465151e+00,-3.320842315385830545e+01,-2.588562477677680995e+00
2.601095464842179794e+00,-1.877795012925542295e+00,2.521607837790455164e+00,-3.317201618359093374e+01,-2.585252633806290667e+00
2.610729151749002774e+00,-1.884603187770336197e+00,2.519173853743875924e+00,-3.313544355976160460e+01,-2.581962885956055054e+00
2.620362838655825755e+00,-1.891446385689034226e+00,2.516735880377981349e+00,-3.309870956230327721e+01,-2.578690805281687037e+00
2.629996525562648291e+00,-1.898325180814901536e+00,2.514293860830976168e+00,-3.306180676773617222e+01,-2.575434141915839081e+00
2.639630212469471271e+00,-1.905240267098960327e+00,2.511847758125369090e+00,-3.302471874557617326e+01,-2.572191500962272670e+00
2.649263899376294251e+00,-1.912192349125529933e+00,2.509397559120136734e+00,-3.298742539339473723e+01,-2.568962747072564667e+00
2.658897586283117231e+00,-1.919182032031693241e+00,2.506943271234107762e+00,-3.294990925163267548e+01,-2.565749022324706807e+00
2.668531273189939768e+00,-1.926209743667852692e+00,2.504484913020634362e+00,-3.291216088204633650e+01,-2.562552380642905803e+00
2.678164960096763192e+00,-1.933275712008421632e+00,2.502022501508902153e+00,-3.287418171685452251e+01,-2.559375156989684097e+00
2.687798647003585728e+00,-1.940380003906150730e+00,2.499556040161949433e+00,-3.283598358018900853e+01,-2.556219266557367309e+00
2.697432333910408708e+00,-1.947522612754583271e+00,2.497085511066368113e+00,-3.279758510034587005e+01,-2.553085645827877670e+00
2.707066020817231689e+00,-1.954703568072365449e+00,2.494610873649475646e+00,-3.275900615961549533e+01,-2.549973999981089534e+00
2.716699707724054225e+00,-1.961923033774168434e+00,2.492132070227093266e+00,-3.272026209094308058e+01,-2.546882925451289914e+00
2.726333394630877649e+00,-1.969181365718313481e+00,2.489649036626650602e+00,-3.268135936720442203e+01,-2.543810362359644195e+00
2.735967081537700185e+00,-1.976479111742956984e+00,2.487161714625917064e+00,-3.264229404142050583e+01,-2.540754233734447087e+00
2.745600768444523165e+00,-1.983816954913746766e+00,2.484670062442596361e+00,-3.260305334343055961e+01,-2.537713075739514323e+00
2.755234455351346146e+00,-1.991195617779163429e+00,2.482174060143576000e+00,-3.256361988392305307e+01,-2.534686470237832445e+00
2.764868142258168682e+00,-1.998615756936807708e+00,2.479673708409955157e+00,-3.252397714781119475e+01,-2.531675154435964803e+00
2.774501829164991662e+00,-2.006077879764085026e+00,2.477169021112096914e+00,-3.248411460158943953e+01,-2.528680781896624818e+00
2.784135516071814642e+00,-2.013582308104922891e+00,2.474660014005351627e+00,-3.244403089187639466e+01,-2.525705414303653473e+00
2.793769202978637622e+00,-2.021129199273832722e+00,2.472146692995584871e+00,-3.240373421846613411e+01,-2.522750902371111437e+00
2.803402889885460159e+00,-2.028718617369193566e+00,2.469629045510756793e+00,-3.236323983321598519e+01,-2.519818344018902589e+00
2.813036576792283583e+00,-2.036350632839611929e+00,2.467107037537235925e+00,-3.232256547930327883e+01,-2.516907780527444682e+00
2.822670263699106119e+00,-2.044025420015788352e+00,2.464580617144358943e+00,-3.228172618443250030e+01,-2.514018216372985837e+00
2.832303950605929099e+00,-2.051743323299030752e+00,2.462049723358918030e+00,-3.224072998285105740e+01,-2.511147949479719976e+00
2.841937637512752080e+00,-2.059504872480043325e+00,2.459514297655509107e+00,-3.219957582677827190e+01,-2.508295105946683812e+00
2.851571324419574616e+00,-2.067310743199387346e+00,2.456974294574505002e+00,-3.215825426360800066e+01,-2.505458214494386660e+00
2.861205011326398040e+00,-2.075161675113080140e+00,2.454429688283525479e+00,-3.211675061426572597e+01,-2.502636647698004424e+00
2.870838698233220576e+00,-2.083058372901837263e+00,2.451880473156542894e+00,-3.207504964516447643e+01,-2.499830800811517761e+00
2.880472385140043556e+00,-2.091001420126752386e+00,2.449326658267375834e+00,-3.203314030115147659e+01,-2.497041960426800156e+00
2.890106072046866537e+00,-2.098991231715800154e+00,2.446768257526430901e+00,-3.199101908006306161e+01,-2.494271909185459712e+00
2.899739758953689517e+00,-2.107028058941187609e+00,2.444205278480057864e+00,-3.194869106786827473e+01,-2.491522390847755730e+00
2.909373445860512053e+00,-2.115112044793562962e+00,2.441637713159003908e+00,-3.190616837637486469e+01,-2.488794599125294660e+00
2.919007132767335033e+00,-2.123243312521206239e+00,2.439065533706640920e+00,-3.186346650980492612e+01,-2.486088842902824059e+00
2.928640819674158013e+00,-2.131422060323604484e+00,2.436488694048041026e+00,-3.182059979528193949e+01,-2.483404484167511583e+00
2.938274506580980994e+00,-2.139648633648028930e+00,2.433907137028970880e+00,-3.177757726682930439e+01,-2.480740161087668039e+00
2.947908193487803974e+00,-2.147923553603504399e+00,2.431320804814704140e+00,-3.173440022502278879e+01,-2.478094223028433074e+00
2.957541880394626510e+00,-2.156247493454958697e+00,2.428729649382948885e+00,-3.169106216520158981e+01,-2.475465242528213761e+00
2.967175567301449934e+00,-2.164621210873208579e+00,2.426133639952837484e+00,-3.164755104283504394e+01,-2.472852449274616227e+00
2.976809254208272471e+00,-2.173045456842257028e+00,2.423532765149516433e+00,-3.160385314604540952e+01,-2.470255957915661771e+00
2.986442941115095007e+00,-2.181520888913484946e+00,2.420927029312615275e+00,-3.155995738046562593e+01,-2.467676726076355465e+00
2.996076628021918431e+00,-2.190048014878603233e+00,2.418316444125547804e+00,-3.151585867447163736e+01,-2.465116261117772378e+00
3.005710314928740967e+00,-2.198627183489889170e+00,2.415701018137343503e+00,-3.147155950467359631e+01,-2.462576169008726445e+00
3.015344001835563947e+00,-2.207258624516304391e+00,2.413080747354326761e+00,-3.142706912668520758e+01,-2.460057683904827819e+00
3.024977688742386928e+00,-2.215942525554307263e+00,2.410455609721942061e+00,-3.138240079276000927e+01,-2.457561319717596060e+00
3.034611375649209908e+00,-2.224679122091872241e+00,2.407825565115587541e+00,-3.133756783440352933e+01,-2.455086745246055191e+00
3.044245062556032444e+00,-2.233468773593444201e+00,2.405190560783998510e+00,-3.129257980795080130e+01,-2.452632915217487053e+00
3.053878749462855424e+00,-2.242312002876669652e+00,2.402550540548735292e+00,-3.124743985503657839e+01,-2.450198412274123161e+00
3.063512436369678404e+00,-2.251209487343461380e+00,2.399905454951539951e+00,-3.120214404037107414e+01,-2.447781892865967368e+00
3.073146123276501385e+00,-2.260162005238510741e+00,2.397255269286434398e+00,-3.115668282075968420e+01,-2.445382501351367033e+00
3.082779810183324365e+00,-2.269170353606856594e+00,2.394599967122844397e+00,-3.111104415858089567e+01,-2.443000129147093080e+00
3.092413497090146901e+00,-2.278235262959401375e+00,2.391939548308414487e+00,-3.106521731194577640e+01,-2.440635444839523771e+00
3.102047183996970325e+00,-2.287357334380102358e+00,2.389274022112032991e+00,-3.101919615268590391e+01,-2.438289691314692309e+00
3.111680870903792862e+00,-2.296537017782867451e+00,2.386603397622899081e+00,-3.097298102989528346e+01,-2.435964315762940924e+00
3.121314557810615398e+00,-2.305774637447557396e+00,2.383927674324847423e+00,-3.092657865373263704e+01,-2.433660546975195071e+00
3.130948244717438822e+00,-2.315070456673749444e+00,2.381246835681755769e+00,-3.088000007838598293e+01,-2.431379047578083430e+00
3.140581931624261358e+00,-2.324424761706159082e+00,2.378560847634244801e+00,-3.083325743015594611e+01,-2.429119743567866863e+00
3.150215618531084338e+00,-2.333837939493072611e+00,2.375869662410341032e+00,-3.078636038744137693e+01,-2.426881878151561089e+00
3.159849305437907319e+00,-2.343310525958391732e+00,2.373173226449620365e+00,-3.073931347078968201e+01,-2.424664268760174490e+00
3.169482992344730299e+00,-2.352843210580858990e+00,2.370471490015000793e+00,-3.069211493504790056e+01,-2.422465685842572380e+00
3.179116679251553279e+00,-2.362436796367331393e+00,2.367764415583410109e+00,-3.064475755899501053e+01,-2.420285237489768093e+00
3.188750366158376259e+00,-2.372092127738965051e+00,2.365051982503726169e+00,-3.059723105421661415e+01,-2.418122644794351572e+00
3.198384053065198795e+00,-2.381810008377390542e+00,2.362334186559168270e+00,-3.054952533728388175e+01,-2.415978328061007652e+00
3.208017739972021776e+00,-2.391591133876167508e+00,2.359611034618410486e+00,-3.050163366797850628e+01,-2.413853282284827984e+00
3.217651426878844756e+00,-2.401436059338077467e+00,2.356882536035734610e+00,-3.045355471835253525e+01,-2.411748783790886197e+00
3.227285113785667292e+00,-2.411345211341378914e+00,2.354148693422136951e+00,-3.040529297778248008e+01,-2.409666019488293731e+00
3.236918800692490716e+00,-2.421318940253891494e+00,2.351409495572527319e+00,-3.035685741000025217e+01,-2.407605751301175268e+00
3.246552487599313253e+00,-2.431357596772727003e+00,2.348664914657738745e+00,-3.030825880264848848e+01,-2.405568115301446319e+00
3.256186174506136233e+00,-2.441461609437058033e+00,2.345914908486016692e+00,-3.025950663084511305e+01,-2.403552612557608992e+00
3.265819861412959213e+00,-2.451631539797222370e+00,2.343159427105308446e+00,-3.021060638288842171e+01,-2.401558290130260342e+00
3.275453548319781749e+00,-2.461868098874792299e+00,2.340398421718660860e+00,-3.016155813669955421e+01,-2.399584053876119505e+00
3.285087235226604729e+00,-2.472172120355595304e+00,2.337631853208724131e+00,-3.011235678424854001e+01,-2.397629016674799995e+00
3.294720922133427710e+00,-2.482544499021770878e+00,2.334859697711212156e+00,-3.006299380018386813e+01,-2.395692777280082453e+00
3.304354609040250690e+00,-2.492986113306943530e+00,2.332081947589857318e+00,-3.001345999208916737e+01,-2.393775548052463620e+00
3.313988295947073670e+00,-2.503497755455601936e+00,2.329298607564991741e+00,-2.996374838911778227e+01,-2.391878096775180929e+00
3.323621982853896650e+00,-2.514080090255496280e+00,2.326509687208586197e+00,-2.991385640308626748e+01,-2.390001524060257232e+00
3.333255669760719186e+00,-2.524733654515542547e+00,2.323715192100491489e+00,-2.986378663264693145e+01,-2.388146946493669542e+00
3.342889356667542167e+00,-2.535458897086168673e+00,2.320915116321828897e+00,-2.981354610058693311e+01,-2.386315182272669144e+00
3.352523043574365147e+00,-2.546256247022109065e+00,2.318109438534041278e+00,-2.976314418714126830e+01,-2.384506533178949894e+00
3.362156730481187683e+00,-2.557126189135319194e+00,2.315298122792224245e+00,-2.971258990581673842e+01,-2.382720725841145804e+00
3.371790417388011107e+00,-2.568069324155338506e+00,2.312481123806163552e+00,-2.966188934995219029e+01,-2.380957026246713681e+00
3.381424104294833644e+00,-2.579086395556729805e+00,2.309658395026873645e+00,-2.961104406850427040e+01,-2.379214489425144130e+00
3.391057791201656624e+00,-2.590178275308654410e+00,2.306829897101212890e+00,-2.956005083505804976e+01,-2.377492266743198357e+00
3.400691478108479604e+00,-2.601345913233210183e+00,2.303995604148944665e+00,-2.950890284787217155e+01,-2.375789877808427875e+00
3.410325165015302140e+00,-2.612590265566628212e+00,2.301155505995084560e+00,-2.945759197092229087e+01,-2.374107366620608950e+00
3.419958851922125120e+00,-2.623912224434304719e+00,2.298309605724419669e+00,-2.940611132395631699e+01,-2.372445297942221476e+00
3.429592538828948101e+00,-2.635312569479685951e+00,2.295457913338384337e+00,-2.935445744077928509e+01,-2.370804598523514883e+00
3.439226225735771081e+00,-2.646791956030961401e+00,2.292600437460283747e+00,-2.930263136120190381e+01,-2.369186294025287687e+00
3.448859912642594061e+00,-2.658350943066948524e+00,2.289737177604797225e+00,-2.925063835454410821e+01,-2.367591222487475555e+00
3.458493599549417041e+00,-2.669990052240254208e+00,2.286868119335579763e+00,-2.919848638785525452e+01,-2.366019810384300648e+00
3.468127286456239577e+00,-2.681709839948061447e+00,2.283993233745344575e+00,-2.914618382414413489e+01,-2.364471976689733079e+00
3.477760973363063002e+00,-2.693510960673806576e+00,2.281112481379687917e+00,-2.909373705471061555e+01,-2.362947190698588606e+00
3.487394660269885538e+00,-2.705394202639856971e+00,2.278225819387850404e+00,-2.904114877337149636e+01,-2.361444662896877045e+00
3.497028347176708074e+00,-2.717360485307500628e+00,2.275333209723325201e+00,-2.898841739290250885e+01,-2.359963608964195991e+00
3.506662034083531498e+00,-2.729410819831008972e+00,2.272434625920219275e+00,-2.893553775213988644e+01,-2.358503506538362160e+00
3.516295720990354035e+00,-2.741546244709467395e+00,2.269530056421165565e+00,-2.888250287404419225e+01,-2.357064268337275337e+00
3.525929407897177015e+00,-2.753767756238190589e+00,2.266619503487539156e+00,-2.882930622704755308e+01,-2.355646281880816151e+00
3.535563094803999995e+00,-2.766076254759411768e+00,2.263702978060254445e+00,-2.877594380414936381e+01,-2.354250306942599735e+00
3.545196781710822975e+00,-2.778472522780703446e+00,2.260780492154693899e+00,-2.872241540384953851e+01,-2.352877264486965103e+00
3.554830468617645955e+00,-2.790957241306494918e+00,2.257852051102022806e+00,-2.866872474880835853e+01,-2.351527982457642274e+00
3.564464155524468492e+00,-2.803531039178016826e+00,2.254917647976001138e+00,-2.861487843293197386e+01,-2.350202975188728782e+00
3.574097842431291472e+00,-2.816194560329304153e+00,2.251977261867511793e+00,-2.856088403718256785e+01,-2.348902321452483122e+00
